"captchalogue_code","name","consumable","catalogue","lootonly","refrance","power","aggrieve","aggress","assail","assault","abuse","accuse","abjure","abstain","description","art","credit","abstratus","size","effects","Build_Grist_Cost","Amber_Cost","Amethyst_Cost","Artifact_Grist_Cost","Blood_Cost","Caulk_Cost","Chalk_Cost","Cobalt_Cost","Copper_Cost","Diamond_Cost","Emerald_Cost","Frosting_Cost","Garnet_Cost","Gold_Cost","Iodine_Cost","Jet_Cost","Malachite_Cost","Marble_Cost","Mercury_Cost","Obsidian_Cost","Opal_Cost","Polychromite_Cost","Quartz_Cost","Rainbow_Cost","Redstone_Cost","Rock_Candy_Cost","Rose_Quartz_Cost","Ruby_Cost","Rust_Cost","Shale_Cost","Star_Sapphire_Cost","Sulfur_Cost","Sunstone_Cost","Tar_Cost","Titanium_Cost","Topaz_Cost","Uranium_Cost","End_Of_Grists","hybrid"
"wn!?xzPM","Death Punch","0","0","0","0","22","0","0","0","0","0","0","0","0","Small scythe blades extend from this pair of boxing gloves. You might be disqualified for using them in a boxing match, but at least you'd be able to get the ultimate revenge on your opponent first!","","","glovekind, scythekind","large","","10","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"1W2D0W0K","Hack\'s Hacker","0","0","0","0","6","0","0","0","0","0","0","0","0","An axe used by an incompetent artist. And nowâ€¦ it is yours.","","","axekind","average","","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"1G08084G","The Dragon\'s Fire","0","0","0","0","20","0","0","0","0","0","0","0","0","A powerful improvement over the blowtorch. Now you can burn your enemies with the heat of a dragon.","","","flamethrowerkind","large","","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","","0"
"z3zEVt5!","Glowing Laser Lizard","0","0","0","0","10","0","0","0","0","0","0","0","0","It's a lizard...with glowing laser pointer eyes. What could be awesomer? Nothing. The answer is, nothing. When it comes to awesomeness, the Glowing Laser Lizard gets all the medals. All of them.","","","toykind, laserkind","average","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","0"
"wVtltV!Z","Self-powered laptop","0","0","0","0","0","0","0","0","0","0","0","0","0","This laptop comes with a built-in generator. You will never run out of battery!","","","notaweapon, computer","average","","50","10","0","0","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"l3Ut?1R!","Despair Sword","0","0","0","0","13","7","0","0","0","7","0","0","0","A single cut will leave your enemies in despair. Beware, don't cut yourself...","","","bladekind","large","","15","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"B0049A06","Cyan Paint","0","0","0","0","0","0","0","0","0","0","0","0","0","This is some Cyan colored paint that took forever to make. Take that, subtractive color!","","","notaweapon","average","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"?tw!xVs!","Cue Sword","0","0","0","0","15","0","0","0","0","0","10","10","10","Cuts like you would expect a sword made out of pool ball material would. The hardened resin makes it ideal for guarding as well.","","","bladekind","average","","15","0","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"vxdT!i!!","Electric Dual Knives","0","0","0","0","13","0","0","3","0","0","0","0","0","These dual electricity-channeling knives are sure to give your enemies quite a... surprise.","","","knifekind","large","","0","0","0","0","0","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","","0"
"GOOB3RS!","Pile of Snot","0","0","0","0","0","0","0","0","0","0","0","0","0","It's a pile of consort snot. Ick.","","","notaweapon","large","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0","0","0","","0"
"40d013m6","DS Stylus","0","0","0","0","3","0","0","0","0","0","0","0","0","This is a stylus used on the DS handheld device.","","","penkind","small","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"GO5812M6","88MPH Pen","0","0","0","0","26","0","0","0","0","0","0","0","0","If this pen were to somehow reach 88MPH, it would travel through time. However, this pen's terminal velocity is 87.999MPH.","","","penkind","average","","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"M1rtKSxB","Tom Nook\'s Online Price Checker","0","0","0","0","10","0","0","0","0","0","0","0","0","This raccoon mask seems to have internet connectability, particularly to many auction sites and online shops. You could probably use it to check up on your competition and price your merchandise accordingly, ensuring that your deals are the absolute best!","","","notaweapon, facegear, computer","average","","100","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"XHbGg4AO","Ballpoint Pencil","0","0","0","0","3","0","0","0","0","0","0","0","0","On this pencil is a lead sphere near the tip, this is used to make your drawings bigger!","","","penkind","small","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","","0"
"gelu!!!!","Power of Thawt","0","0","0","0","1111","0","0","0","0","0","0","0","0","<i>...icy what you did there.</i>","unstablecubeeximiuscard.gif","Gelu","pillowkind, glovekind, flying","average","AFFINITY:Sparkles:111|NOCONSORT|","0","0","0","0","0","0","411111","0","0","0","0","211111","0","0","0","0","0","0","0","0","0","211111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"y36K9M20","RazorPencil","0","0","0","0","6","4","0","0","0","0","0","0","0","This pencil has very sharp edges. You might think it would make your drawings clearer and crisper, but it's more likely to cut the paper than it is to draw on it...","","","penkind","average","","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","","0"
"IO6813I4","News Writer","0","0","0","0","2","0","0","0","0","0","10","0","0","This pen is used specifically for writing news and NOTHING ELSE. If you plan to use it for STRIFE, remember to write a headline about their demise on their face!","","","penkind","small","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","","0"
"XP0G61YW","Pin-Tip Pen","0","0","0","0","12","0","0","0","0","0","0","0","0","This pen has a RIDICULOUSLY sharp tip... ","","","penkind","small","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","","0"
"!?!l!r!!","Blood Rosin Blade","0","0","0","0","17","0","0","0","7","0","0","0","0","The musical blade gets a dark wood finish with a slight red tint. Flinging it around produces a slight trail of red petals, filling the area with the scent of roses. The petals dissipate seconds after they fly off the blade.","","","bladekind","average","LIFESTEAL:1:1","17","27","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"MP100Bh6","Hidden Pen","0","0","0","0","7","7","0","0","0","0","0","0","0","While this may look like an ordinary fountain pen, flipping the lever reveals several thin and sharp blades in the shape of a shuriken. They'll never see it coming.","","","penkind, ninjakind","small","","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"69300BG0","Jelly Pen","0","0","0","0","4","0","0","0","0","0","0","0","0","This pen shoots jelly instead of ink. Equally annoying, twice as delicious.","","","penkind","small","","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"L32K9MA8","Perfectly Yellow Pencil","0","0","0","0","3","0","0","0","0","0","0","0","0","You know most #2 pencils tend to be yellow, but you didn't think that the lead should be yellow as well...","","","penkind","small","","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"0851D14N","Slab of Obsidian","0","0","1","0","5000","0","0","0","0","-300","-300","-300","-300","A massive slab of obsidian. When you're using it, you swear you can hear something whispering to you, but it's so quiet you can't really tell what it's supposed to be saying.","","","rockkind","large","AFFINITY:Void:1|","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1066666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"175sh413","Slab of Shale","0","0","1","0","303","-51","-51","-51","-51","0","0","0","0","A big ol' chunk of shale rock. It falls apart pretty easily, but it's big enough that you can still reliably hit stuff with it.","","","rockkind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2750","0","0","0","0","0","0","0","","0"
"hNez!z!x","Goggletop","0","0","0","0","0","0","0","0","0","0","0","0","0","This isn't a computer that can be worn as goggles, as one might expect - it's actually just a laptop with two side by side screens. You feel a little disappointed, until you realize having dual monitors is awesome.","","","notaweapon, computer","average","","222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","","0"
"e05H1L0C","Felt Scarf","0","0","0","0","10","0","0","0","0","0","0","0","0","This soft felt scarf is rather very good looking, with its rainbow-ish pattern, and how it keeps changing colours, despite being a bit dizzying to watch.","feltscarf.gif","Hostile","notaweapon, accessory","average","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"21d80g!6","Gleaming Fountain","0","0","0","0","25","0","0","0","0","0","0","0","0","This pen is known as the 'Gleaming Fountain' because its ink comes out much too fast than it needs to, and it's really shiny.","","","penkind","average","","66","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"00011144","Obsidian Tombcaller","0","0","0","0","6500","0","0","0","0","-1000","-1000","-1000","-1000","A large obsidian gravestone, etched with several names and what are probably numbers in an undecipherable script. They seem to change every time you kill something with it, though...","","","gravekind","large","AFFINITY:Void:10|","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1850000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"0300Z410","Shale Gravestone","0","0","0","0","460","-141","-141","-141","-141","0","0","0","0","A large, black gravestone made of shale rock. It falls apart rather easily, but the sheer mass of the thing makes up for it.","","","gravekind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74100","0","0","0","0","0","0","0","","0"
"21X81804","Big Orange Round Fruit Pen","0","0","0","0","5","0","0","0","0","0","0","0","-1","It appears to be nothing more than a pen with a fruit stuck on the end of it. Attempting to write with it will probably make your hands all sticky.","","","penkind","average","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","","0"
"08XG602O","Clicker Key","0","0","0","0","6","0","0","0","0","0","0","0","0","At first glance, this is an ordinary ballpoint pen, but clicking it reveals a key instead of a point. The uses for this are very slim, however it is quite entertaining to click for hours!","","","keykind, penkind","small","","10","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"sPdDr!!7","Fancy Pen","0","0","0","0","5","2","0","0","0","0","2","0","0","This pen is VERY fancy, and should be treated as the most important pen in your collection, even if it is not, as it will demand your attention!","","","penkind","small","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","","0"
"jhlNpyVb","Time Lord\'s Trench Coat","0","0","0","0","11","0","0","0","0","0","0","0","0","The perfect centerpiece for the wardrobe of an adventurer of space and time. With this trench coat, sentient beings from every corner of the universe will trust you with their lives. Ok, well, maybe not at first, but...","","","notaweapon, bodygear","large","","1111","0","0","0","0","0","0","111","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","0"
"9NqP2WCc","Unicorn Mask","0","0","0","0","17","3","3","1","1","0","0","0","0","A mask that is similar to a horse mask, but is pure white and it has a white, pointy horn on top. Each and every time you don it you feel a bit more magical.","","","notaweapon, headgear","large","","0","0","0","0","0","0","0","0","0","0","0","1000","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"l3dMaPzk","Radio-Wave Pen","0","0","0","0","36","0","0","0","0","0","0","0","0","This pen has the ability to manipulate radio waves in such a way that you could say you were 'writing' with it...","","","penkind","small","","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","150","","0"
"W08GW00X","Captain Neckbeard\'s Naval Pick","0","0","0","0","20","0","0","0","0","0","0","0","0","Basically an anchor on a stick with some sharp bits, this tool resembles a pickaxe. Why a ship would need one is questionable, but hey, it kills stuff.","","","polearmkind","large","","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","","0"
"0W16W20I","One Winged Moustache hammer","0","0","0","0","51","0","0","0","0","0","0","0","0","This Hammer with a moustache on it now also contains on top of it a single wing... because... *shrug*","","","hammerkind","average","","300","0","0","0","0","0","100","0","0","0","0","0","0","0","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"1SWmW5GW","Sleuthing Signature Pen","0","0","0","0","17","0","0","0","0","0","0","0","0","This pen is to only be used by the most sleuthy of sleuths. It is both used for writing Signatures and it's the Signature pen of Sleuths.","","","penkind","small","","10","0","0","0","0","0","10","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"?P!wXh!c","Squiddle Ink Pen","0","0","0","0","13","0","0","5","0","0","0","0","0","This cheerfully-colored pen contains ink from the Squiddles. Looking at it makes you wonder where the ink comes from...","","","penkind","small","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","","0"
"?vdULl!s","Sulfuric Acid Pen","0","0","0","0","16","0","0","0","0","0","0","0","0","A pen that writes with H2SO4 instead of ink. Clearly designed for writing scathing stories.","","","penkind","small","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","","0"
"ulhwud?y","The Sound Asleep","0","0","0","0","10","0","0","0","0","0","0","0","0","A magnificent sword with the power to produce a magical and soothing sound as you swing it towards your enemies. Its name comes from its effect on your higher-levelled enemies; as you kill their weaker allies, the music you make sounds like a lullaby, so beware of falling giants. (aka: TIMBER!!!)","","","bladekind","average","","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"WZmP01WG","Fancy Stick","0","0","0","0","10","2","0","0","0","0","0","0","0","This pretty little stick with a decorative ribbon is perfect for prancing around in a leotard. Another use you can find for this ""Fancy Stick"" is to both lasso your enemies and strangle them with the ribbon; you'll find that your enemies cannot escape your ribbon's grip (with all that traction and all).","","","fabrickind","average","","12","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"zfjllt!!","Bottle of Contraband Fury","0","0","0","0","0","0","0","0","0","0","0","0","0","This strange bottle, when opened, starts croaking at incredible volumes, almost as if enraged.","","","notaweapon","average","","100","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"W189i04U","Illegal Contraband of Fury","0","0","0","0","0","0","0","0","0","0","0","0","0","This strange purple piece of contraband bears a strange symbol on its back, and occasionally croaks as if enraged.","","","notaweapon","average","","0","0","750","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"0911301q","Clockpunk Knives","0","0","0","0","20","0","0","1","10","5","0","0","0","No gentleman would go out without his brass plated, be-geared pair of knives that menace with timepieces.","","","knifekind, clockkind","large","","0","0","0","0","0","0","0","0","50","0","0","0","0","20","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"WO01G01m","3+3 Knifedent","0","0","0","0","26","0","0","1","0","0","1","0","0","Three razor-sharp, double-edged blades per knife. This seems unsafe.","","","knifekind, ninjakind","large","","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","","0"
"1811r42a","Whale Teeth Knives","0","0","0","0","20","0","0","1","5","5","0","0","0","These knives were crafted from a white sperm whale's teeth and no small amount of monomania.","","","knifekind","large","","34","0","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"L4G1jb2e","Whale Music Box","0","0","0","0","0","0","0","0","0","0","0","0","0","A music box that plays a short, haunting whale song.","","","notaweapon","average","","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"JGu8481G","Iron Waistcoat","0","0","0","0","17","0","0","0","0","0","0","0","0","This attractive red and yellow waistcoat is cunningly tailored to resemble Tony Stark's powered armour chestpiece. Onboard weapon systems, flight and power sources not included.","","","notaweapon, bodygear","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","0","0","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"gBLv1Nol","Intermission Spellstamp / 5 of Spheres","0","0","0","0","540","15","15","15","15","44","44","44","44","A spellstamp that contains an extremely wide variety of spells ranging from rampant clock destruction to weirdly specific time travel. And let's just pretend that spheres is a completely valid card suit for now, okay?","","","cardkind, stampkind","average","","20000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48484","0","0","0","0","0","1515","0","0","0","0","0","0","0","0","0","0","0","4444","4154","0","15000","","0"
"tzSzrt!!","Egg Mangler","0","0","0","0","15","2","2","0","3","0","0","0","0","This is an egg beater that has 8 of the actual beaters that spin while the entire contraption spins as well. It's time to bake a cake and kick ass, and you're all out of cake mix.","","","appliancekind","large","","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","","0"
"c00504Lu","Chain Beater","0","0","0","0","20","0","0","0","0","0","-2","0","-1","This chainsaw has razor sharp egg beaters running along the chain, which spin when this thing is revving.","","","chainsawkind","large","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","25","0","0","0","","0"
"mYxb1W5K","Mythical Battlecue","0","0","0","0","1600","300","300","300","300","400","400","400","400","You're not sure if there's anything in the legends about billiards. But here it is, none the less, in all its mythical, plasma-spewing glory.","","","cuekind","large","","0","0","0","0","0","0","0","0","0","0","0","0","50000","0","40000","25000","115000","0","40000","0","0","0","50000","0","0","0","0","0","0","0","0","0","0","0","0","0","180000","","0"
"8HWXq00W","8-Ball Laptop","0","0","0","0","0","0","0","0","0","0","0","0","0","A portable black computer with an 8 in a white circle on the back. It gives questionably truthful answers, but will only respond to yes or no questions. It also works as a regular computer.","","","notaweapon, computer","average","","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","","0"
"125GXCAE","Triple Anvil-Fanged Diamond Encrusted Pogo Slammer","0","0","0","0","5338","0","0","0","0","0","0","0","0","Adds a sparkling shine to the already intimidating weapon. At this point, wearing  sunglasses is an absolute must, not because of how cool you would look, but because you might blind yourself otherwise.","","","hammerkind","large","","533333","0","0","0","0","0","0","0","0","150000","133333","0","150000","0","0","0","0","0","0","0","0","0","10000","0","0","0","0","0","0","0","0","0","0","0","150000","0","0","","0"
"gQbZFGJ?","TextriFlames","0","0","0","0","9999","2050","2050","2050","2050","2050","2050","2050","2050","These daggers wreathed in blue flame are vicious tools in the hands of any stabhappy pyromaniac worth his salt.","","","knifekind","large","","0","0","3800000","0","0","0","0","5000000","0","1500000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000000","147300","200000","2500000","0","0","3000000","","0"
"eO1pGDKH","Fatal Shank","0","0","0","0","9999","0","0","0","0","0","0","0","0","Super sharp moderately radioactive skeletal dagger that can unlock anything - especially the gates of death.","","","keykind, knifekind","average","","0","0","0","0","2080000","0","3000000","0","0","0","0","0","0","0","0","2000000","2000000","0","0","0","0","900000","0","0","0","0","0","0","0","0","1000000","0","0","0","0","0","1500000","","0"
"8RBXET9W","8lue Angel Keyblade","0","0","0","0","9999","1500","1500","1500","1500","1500","1500","1500","1500","After escaping from the bowels of a Monstrous wwhale, the 8lue Fairy granted you this 8oon for saving a compulsive liar. The things heroes do...","","","keykind, bladekind","average","","5000000","0","0","0","0","0","0","8888888","0","3000000","0","0","0","5555555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3055558","0","0","0","4500000","0","0","","0"
"X204aW0G","The Black Colt","0","0","0","0","9999","3000","0","0","-3333","666","0","0","0","This black coloured weapon with skulls that have emeralds as their eyes doesn't seem to be a cheap piece of crap. The marks written on the gun imply that its user will become a skeleton in a black robe and wander around killing denizens, but who has time for silly fairy tales like this one?","","","pistolkind","average","","0","0","0","0","666","0","300","0","0","0","0","0","0","0","0","0","0","0","0","10000000","0","0","0","0","0","0","0","0","0","0","0","0","0","4000000","7000000","0","0","","0"
"C0N0H2mE","Time Gear","0","0","0","0","40","15","15","15","15","10","10","10","10","A pendant made from a time regulating gear from Temporal Tower, domain of Dialga. This powerful artifact is imbued with the powers that govern the flow of time.","Time Gear.png","visionaryDrake","notaweapon, accessory","average","","0","0","0","0","0","0","0","100","0","750","2000","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","1000","0","0","0","0","0","10","","0"
"c3m8XLVl","Kitty\'s Punishment","0","0","0","0","61","0","0","0","0","0","0","0","0","A Cat-o'-nine-tails with each end having a small, thin beam shooting from it, each one a different color. Makes for epic rave parties, until the laser actually hits someone's eye. ","","","whipkind","average","","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","400","0","0","0","300","0","0","0","0","","0"
"VR!zn!!!","Unicorn-Tipped Pen","0","0","0","0","120","0","0","0","0","0","0","0","0","This pen is not only infused with the extremely magical properties of unicorns, but is also very sharp!","","","penkind","small","","1000","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","500","0","0","0","0","0","0","","0"
"uOYcErv?","Nebula-zun Blade","0","0","0","0","150","0","0","0","0","0","0","0","0","This sword-lance has a dying sun giving it power. The sun is of course a black hole, since it is able to be compressed that far.","","","bladekind, lancekind","large","","0","0","0","0","0","0","0","0","0","0","0","0","5000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","250","0","5000","0","0","0","0","","0"
"QO0O0G4R","Dragospiral Energized Cosplay","0","0","0","0","1000","101","101","101","101","334","21","21","21","You can feel the Fighting Spirit of the LARPer course through your definitely-not-flimsy-body.","","","notaweapon, bodygear","large","","222444","0","0","0","0","0","0","0","0","0","0","0","556110","0","0","0","111222","0","0","0","27806","27806","0","24716","0","0","0","0","0","0","0","0","0","0","0","0","222444","","0"
"?Zz!tTX!","Looking Glass to All Things","0","0","0","0","6420","200","200","200","200","200","200","200","200","Every planet has their beliefs, something they think is true and existing or entirely fake. This magical sphere has the power to show you all to be known as true or false in all the universe, from living creatures to mythic ones, from super machines to magic items. It even shows a few theoretical science expirements or mathematic equations. You now possess all knowledge of the universe, and now it's your responsibility to do what is right with it.","","","ballkind","average","","0","0","260860","0","0","52172","0","260860","260860","37266","52172","0","65215","130430","0","0","130430","130430","86953","0","32607","32607","43477","28984","65215","0","0","86953","0","260860","0","0","130430","0","0","86953","260860","","0"
"WG830OS3","Moneyball","0","0","0","0","13","0","3","0","0","0","0","0","0","What are you really worth?","","","ballkind","average","","9","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0"
"F0r81D3n","Forbidden Planet DVD","0","1","0","1","0","0","0","0","0","0","0","0","0","A classic and highly influential science fiction film from the 50s inspired by The Tempest and Jungian psychology.","","","notaweapon","small","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0"
"!R!Kzk?F","Red/White Striped Paint","0","0","0","0","0","0","0","0","0","0","0","0","0","No matter how much you stir the paint, the two colors never completely mix. The red and white stripes sit separately in the can, alongside each other.","","","notaweapon","average","","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!Pkyv!FF","Blue/White Striped Paint","0","0","0","0","0","0","0","0","0","0","0","0","0","No matter how much you stir the paint, the two colors never completely mix. The blue and white stripes sit separately in the can, alongside each other.","","","notaweapon","average","","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"N0AK9702","Sunshine Paint","0","0","0","0","0","0","0","0","0","0","0","0","0","This yellow paint seems to be as bright as the sun! Better not look directly at it...","","","notaweapon","average","","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"!VgqT!Fk","Yellow/White Striped Paint","0","0","0","0","0","0","0","0","0","0","0","0","0","No matter how much you stir the paint, the two colors never completely mix. The yellow and white stripes sit separately in the can, alongside each other.
","","","notaweapon","average","","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"8ACWUW45","Umbrella of Dryness","0","0","0","0","19","1","0","0","0","0","2","0","0","Ever have an Umbrella that drips rain off the sides, getting your pants and legs wet? Well, with this umbrella that has a double layered cover with a towel on the outside and the usual plastic cover on the inside, the water on the umbrella won't drip down, it'll be absorbed by the towel covering! Is also machine washable.","","","umbrellakind","large","","30","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
